Tool, Runtime
RefDiff 2.0, 114
RefDiff 2.0, 422
RefDiff 2.0, 346
RefDiff 2.0, 215
RefDiff 2.0, 140
RefDiff 2.0, 112
RefDiff 2.0, 87
RefDiff 2.0, 1117
RefDiff 2.0, 137
RefDiff 2.0, 384
RefDiff 2.0, 38
RefDiff 2.0, 171
RefDiff 2.0, 83
RefDiff 2.0, 280
RefDiff 2.0, 46
RefDiff 2.0, 119
RefDiff 2.0, 562
RefDiff 2.0, 40
RefDiff 2.0, 209
RefDiff 2.0, 129
RefDiff 2.0, 56
RefDiff 2.0, 182
RefDiff 2.0, 124
RefDiff 2.0, 86
RefDiff 2.0, 31
RefDiff 2.0, 52
RefDiff 2.0, 415
RefDiff 2.0, 171
RefDiff 2.0, 45
RefDiff 2.0, 75
RefDiff 2.0, 259
RefDiff 2.0, 120
RefDiff 2.0, 270
RefDiff 2.0, 59
RefDiff 2.0, 82
RefDiff 2.0, 35
RefDiff 2.0, 49
RefDiff 2.0, 101
RefDiff 2.0, 59
RefDiff 2.0, 56
RefDiff 2.0, 301
RefDiff 2.0, 93
RefDiff 2.0, 52
RefDiff 2.0, 40
RefDiff 2.0, 196
RefDiff 2.0, 85
RefDiff 2.0, 61
RefDiff 2.0, 50
RefDiff 2.0, 810
RefDiff 2.0, 31
RefDiff 2.0, 1231
RefDiff 2.0, 70
RefDiff 2.0, 104
RefDiff 2.0, 96
RefDiff 2.0, 58
RefDiff 2.0, 159
RefDiff 2.0, 629
RefDiff 2.0, 106
RefDiff 2.0, 441
RefDiff 2.0, 50
RefDiff 2.0, 44
RefDiff 2.0, 83
RefDiff 2.0, 107
RefDiff 2.0, 80
RefDiff 2.0, 121
RefDiff 2.0, 666
RefDiff 2.0, 40
RefDiff 2.0, 39
RefDiff 2.0, 138
RefDiff 2.0, 60
RefDiff 2.0, 97
RefDiff 2.0, 3294
RefDiff 2.0, 483
RefDiff 2.0, 48
RefDiff 2.0, 1044
RefDiff 2.0, 150
RefDiff 2.0, 193
RefDiff 2.0, 247
RefDiff 2.0, 49
RefDiff 2.0, 69
RefDiff 2.0, 107
RefDiff 2.0, 1976
RefDiff 2.0, 40
RefDiff 2.0, 73
RefDiff 2.0, 1002
RefDiff 2.0, 426
RefDiff 2.0, 96
RefDiff 2.0, 29
RefDiff 2.0, 1650
RefDiff 2.0, 66
RefDiff 2.0, 647
RefDiff 2.0, 149
RefDiff 2.0, 108
RefDiff 2.0, 179
RefDiff 2.0, 35
RefDiff 2.0, 58
RefDiff 2.0, 30
RefDiff 2.0, 44
RefDiff 2.0, 30
RefDiff 2.0, 40
RefDiff 2.0, 149
RefDiff 2.0, 73
RefDiff 2.0, 82
RefDiff 2.0, 181
RefDiff 2.0, 58
RefDiff 2.0, 209
RefDiff 2.0, 45
RefDiff 2.0, 1782
RefDiff 2.0, 288
RefDiff 2.0, 75
RefDiff 2.0, 74
RefDiff 2.0, 134
RefDiff 2.0, 3879
RefDiff 2.0, 127
RefDiff 2.0, 143
RefDiff 2.0, 87
RefDiff 2.0, 871
RefDiff 2.0, 431
RefDiff 2.0, 460
RefDiff 2.0, 226
RefDiff 2.0, 2742
RefDiff 2.0, 394
RefDiff 2.0, 91
RefDiff 2.0, 114
RefDiff 2.0, 100
RefDiff 2.0, 99
RefDiff 2.0, 33
RefDiff 2.0, 59
RefDiff 2.0, 45
RefDiff 2.0, 53
RefDiff 2.0, 378
RefDiff 2.0, 216
RefDiff 2.0, 242
RefDiff 2.0, 131
RefDiff 2.0, 606
RefDiff 2.0, 42
RefDiff 2.0, 203
RefDiff 2.0, 106
RefDiff 2.0, 53
RefDiff 2.0, 311
RefDiff 2.0, 48
RefDiff 2.0, 54
RefDiff 2.0, 60
RefDiff 2.0, 34
RefDiff 2.0, 64
RefDiff 2.0, 129
RefDiff 2.0, 249
RefDiff 2.0, 60
RefDiff 2.0, 208
RefDiff 2.0, 380
RefDiff 2.0, 31
RefDiff 2.0, 538
RefDiff 2.0, 561
RefDiff 2.0, 317
RefDiff 2.0, 208
RefDiff 2.0, 158
RefDiff 2.0, 1004
RefDiff 2.0, 1634
RefDiff 2.0, 34
RefDiff 2.0, 92
RefDiff 2.0, 198
RefDiff 2.0, 384
RefDiff 2.0, 202
RefDiff 2.0, 89
RefDiff 2.0, 53
RefDiff 2.0, 441
RefDiff 2.0, 247
RefDiff 2.0, 96
RefDiff 2.0, 169
RefDiff 2.0, 5070
RefDiff 2.0, 50
RefDiff 2.0, 62
RefDiff 2.0, 47
RefDiff 2.0, 82
RefDiff 2.0, 148
RefDiff 2.0, 34
RefDiff 2.0, 113
RefDiff 2.0, 200
RefDiff 2.0, 168
RefDiff 2.0, 60
RefDiff 2.0, 809
RefDiff 2.0, 661
RefDiff 2.0, 396
RefDiff 2.0, 49
RefDiff 2.0, 1403
RefDiff 2.0, 44
RefDiff 2.0, 79
RefDiff 2.0, 37
RefDiff 2.0, 41
RefDiff 2.0, 218
RefDiff 2.0, 219
RefDiff 2.0, 77
RefDiff 2.0, 74
RefDiff 2.0, 307
RefDiff 2.0, 32
RefDiff 2.0, 68
RefDiff 2.0, 78
RefDiff 2.0, 141
RefDiff 2.0, 56
RefDiff 2.0, 128
RefDiff 2.0, 198
RefDiff 2.0, 57
RefDiff 2.0, 159
RefDiff 2.0, 88
RefDiff 2.0, 280
RefDiff 2.0, 81
RefDiff 2.0, 96
RefDiff 2.0, 114
RefDiff 2.0, 85
RefDiff 2.0, 1313
RefDiff 2.0, 57
RefDiff 2.0, 65
RefDiff 2.0, 39
RefDiff 2.0, 37
RefDiff 2.0, 70
RefDiff 2.0, 301
RefDiff 2.0, 293
RefDiff 2.0, 52
RefDiff 2.0, 48
RefDiff 2.0, 98
RefDiff 2.0, 40
RefDiff 2.0, 87
RefDiff 2.0, 176
RefDiff 2.0, 133
RefDiff 2.0, 122
RefDiff 2.0, 35
RefDiff 2.0, 109
RefDiff 2.0, 46
RefDiff 2.0, 212
RefDiff 2.0, 41
RefDiff 2.0, 73
RefDiff 2.0, 58
RefDiff 2.0, 125
RefDiff 2.0, 81
RefDiff 2.0, 69
RefDiff 2.0, 191
RefDiff 2.0, 35
RefDiff 2.0, 161
RefDiff 2.0, 51
RefDiff 2.0, 110
RefDiff 2.0, 203
RefDiff 2.0, 311
RefDiff 2.0, 69
RefDiff 2.0, 45
RefDiff 2.0, 75
RefDiff 2.0, 559
RefDiff 2.0, 81
RefDiff 2.0, 44
RefDiff 2.0, 551
RefDiff 2.0, 881
RefDiff 2.0, 42
RefDiff 2.0, 45
RefDiff 2.0, 90
RefDiff 2.0, 32
RefDiff 2.0, 100
RefDiff 2.0, 57
RefDiff 2.0, 130
RefDiff 2.0, 31
RefDiff 2.0, 177
RefDiff 2.0, 59
RefDiff 2.0, 35
RefDiff 2.0, 416
RefDiff 2.0, 48
RefDiff 2.0, 46
RefDiff 2.0, 43
RefDiff 2.0, 63
RefDiff 2.0, 33
RefDiff 2.0, 83
RefDiff 2.0, 61
RefDiff 2.0, 328
RefDiff 2.0, 75
RefDiff 2.0, 119
RefDiff 2.0, 108
RefDiff 2.0, 86
RefDiff 2.0, 110
RefDiff 2.0, 118
RefDiff 2.0, 55
RefDiff 2.0, 115
RefDiff 2.0, 48
RefDiff 2.0, 180
RefDiff 2.0, 153
RefDiff 2.0, 108
RefDiff 2.0, 235
RefDiff 2.0, 46
RefDiff 2.0, 190
RefDiff 2.0, 190
RefDiff 2.0, 33
RefDiff 2.0, 114
RefDiff 2.0, 71
RefDiff 2.0, 45
RefDiff 2.0, 336
RefDiff 2.0, 250
RefDiff 2.0, 53
RefDiff 2.0, 259
RefDiff 2.0, 93
RefDiff 2.0, 235
RefDiff 2.0, 96
RefDiff 2.0, 119
RefDiff 2.0, 100
RefDiff 2.0, 82
RefDiff 2.0, 266
RefDiff 2.0, 1379
RefDiff 2.0, 111
RefDiff 2.0, 90
RefDiff 2.0, 92
RefDiff 2.0, 82
RefDiff 2.0, 52
RefDiff 2.0, 242
RefDiff 2.0, 45
RefDiff 2.0, 40
RefDiff 2.0, 118
RefDiff 2.0, 48
RefDiff 2.0, 71
RefDiff 2.0, 105
RefDiff 2.0, 59
RefDiff 2.0, 139
RefDiff 2.0, 132
RefDiff 2.0, 52
RefDiff 2.0, 87
RefDiff 2.0, 72
RefDiff 2.0, 180
RefDiff 2.0, 64
RefDiff 2.0, 169
RefDiff 2.0, 81
RefDiff 2.0, 350
RefDiff 2.0, 45
RefDiff 2.0, 90
RefDiff 2.0, 30
RefDiff 2.0, 103
RefDiff 2.0, 52
RefDiff 2.0, 36
RefDiff 2.0, 128
RefDiff 2.0, 97
RefDiff 2.0, 176
RefDiff 2.0, 68
RefDiff 2.0, 111
RefDiff 2.0, 46
RefDiff 2.0, 111
RefDiff 2.0, 124
RefDiff 2.0, 35
RefDiff 2.0, 43
RefDiff 2.0, 53
RefDiff 2.0, 66
RefDiff 2.0, 192
RefDiff 2.0, 32
RefDiff 2.0, 32
RefDiff 2.0, 69
RefDiff 2.0, 129
RefDiff 2.0, 68
RefDiff 2.0, 49
RefDiff 2.0, 40
RefDiff 2.0, 69
RefDiff 2.0, 137
RefDiff 2.0, 42
RefDiff 2.0, 52
RefDiff 2.0, 83
RefDiff 2.0, 55
